,City,Approx. Latitude,Approx. Longitude
208,fairbanks,76.64586601323373,-144.92272245861983
209,vetluga,57.92606240279355,45.561482918258065
210,saint-leu,-24.28853964319292,52.33823919223508
211,nyandoma,61.75690563241312,40.16298732141345
212,bengkulu,-8.596230544649131,101.15687549896933
213,mys shmidta,68.50701373207113,-176.51225127570592
214,miyako,40.37258549186859,143.49694085239463
215,yenotayevka,46.87294397049419,47.265222449428876
216,samusu,-12.108227150679113,-164.08823178846205
217,ellsworth,44.611742320456955,-68.56192742083604
218,lima,-18.36523109172697,-87.90064102117952
219,cidreira,-55.693412793526306,-25.773069527849827
220,kieta,0.04267409293996138,160.92687834044523
221,abu samrah,20.336887542493216,49.3938639472598
222,krasnoselkup,64.55561423293437,83.27090231271484
223,ilulissat,87.94874267483584,-41.4689828960675
224,auki,-2.8780881986407536,164.86950685249394
225,sehwan,26.165079355579138,67.7553584019013
226,sorland,71.42284736614425,8.23733279499092
227,zonguldak,42.19315162328624,31.377372166902603
228,arua,2.910891687253738,31.206098516843724
229,sumbe,-11.246153066697545,13.4522970404023
230,mogadishu,-1.3105545682535507,48.55860162177473
231,joshimath,33.39136665092609,82.24095842838904
232,saint-georges,7.493392424279023,-44.48892643315975
233,lethem,3.310484641850408,-58.05318924383678
234,san cristobal,-5.745965477719764,-90.96472741319955
235,bowen,-16.84729175576574,150.34164591803858
236,scarborough,11.392274484709446,-60.86684714787596
237,grindavik,61.57701075106439,-21.8360144771963
238,komsomolskiy,72.43809308459771,174.27698382502456
239,luanda,-10.052134317470973,6.484834368019023
240,hasaki,23.853499188897786,159.6236090405746
241,batagay-alyta,67.5731151490933,129.10081433794983
242,thinadhoo,-0.021698729942798423,67.36769108547409
243,safford,33.249804221864764,-110.31032073790468
244,cockburn town,26.687673164669874,-69.11338340085648
245,whitehorse,63.142275091692625,-131.9579126866497
246,adrar,25.237341083898485,-0.5592331940501651
247,karaul,68.89953107149037,83.90567169833827
248,arman,59.854747663488155,148.3547378742685
249,vestby,59.58344628920008,10.705104930255061
250,abha,20.86852229265709,44.06093556724227
251,ascension,30.91406396039467,-108.18329231905398
252,ahipara,-36.502719232195425,165.00748693923106
253,soyo,-6.108413872332093,11.959262018378126
254,mar del plata,-47.44409323836369,-52.56853231494554
255,kloulklubed,5.135740108592174,134.59781680407383
256,kyabe,9.915378202273942,19.69826162793987
257,fayetteville,35.82055481732125,-94.00030034784481
258,union,-24.84086164445675,-56.843645380082506
259,henties bay,-21.75745786512219,6.719184420503694
260,pisco,-18.058255143438814,-83.13209183852035
261,amderma,79.89940487580549,64.50454784419097
262,provideniya,54.75877867556821,-172.599869834494
263,yanchukan,55.82203855268307,112.28914899025932
264,gilgit,35.60469715143984,74.96076490597031
265,pafos,34.52346980877877,31.8280783485514
266,bubaque,10.949488439992237,-15.80209285688963
267,camana,-19.64372710817743,-75.06778990098812
268,college,64.49074853233637,-148.42315549050196
269,san patricio,12.362465171596057,-111.23860562739088
270,kupang,-10.27706862724203,122.61444557813559
271,vaitupu,-0.8063631249143413,-178.87156825928622
272,mandalgovi,42.617259338705935,105.11782524227925
273,salalah,18.219522167145172,49.909641339190216
274,illoqqortoormiut,78.75703502512863,-29.865517656511173
275,nizhneyansk,74.45190352551637,136.38879703332674
276,cherskiy,74.74484092038236,156.66475668696182
277,luderitz,-27.23397535482018,3.241831795362998
278,mehamn,81.29874677430377,28.844648913690747
279,moron,47.32316775925699,101.02610280820807
280,kapra,17.607313690620543,78.45892757131764
281,torbay,36.576376440255174,-46.67924669228708
282,brigantine,36.08906985219612,-71.03996633930086
283,srednekolymsk,67.76238389264935,153.05160400603842
284,rocha,-44.13099024431574,-45.30525818801178
285,morros,-9.310530218712572,-46.94834034294345
286,lagoa,50.94352033650114,-27.659174440048503
287,toliary,-23.842094878444016,43.15215729300857
288,porto velho,-8.312843343319955,-64.49194444816426
289,aksarka,72.86305172497879,67.96403544940952
290,urla,38.40168081342614,26.630654671741013
291,ilek,51.31451384628812,53.62597460798199
292,chuy,-60.34773651014147,-23.62644716057966
293,inderborskiy,48.11290605552634,50.96869275758837
294,husavik,74.20875791988016,-13.928085501700025
295,zyryanka,67.46788375187643,148.90472340359537
296,eyl,6.247605140422394,53.00152129035371
297,ust-maya,58.860043134004854,133.07181316190014
298,jiazi,21.103291581661182,116.85305219210352
299,sambava,-11.063831775339835,54.20109392832529
300,chokurdakh,74.56333344558257,150.81950925161658
301,bilma,18.677406453651074,13.539282879177478
302,grand river south east,-21.028942003646492,63.657710862675714
303,parabel,59.29812591885198,82.00099313710393
304,shache,38.47391193749857,78.20323951212947
305,alyangula,-14.295521303754086,136.7355237586255
306,port macquarie,-32.37001161884336,155.4579887927341
307,paamiut,58.26609393432608,-51.43252112922701
308,amahai,-4.560659489207438,130.0407186746632
309,finnsnes,70.35063588227192,17.304503008758218
310,yekaterinoslavka,50.53900185118033,129.16455142870547
311,severo-kurilsk,49.20723853304358,156.16227535644214
312,daru,-12.331452861479207,142.08300098292528
313,san mateo ixtatan,16.100035169738604,-91.36291311099227
314,ampanihy,-26.658072771464873,42.06831703307856
315,bosaso,11.374284338916482,47.68241233807515
316,bull savanna,14.313356167302373,-78.31192431114674
317,honningsvag,78.65695791297418,25.469466629033292
318,clermont,48.034633077775084,-70.13705523029543
319,kailua,26.740199245638294,-155.1086746429487
320,worland,43.84463530137654,-108.61328743670188
321,kavieng,6.311056499407144,153.87021689264157
322,north platte,42.342632775796545,-100.79604677705201
323,kamenskoye,63.20608504700033,167.51286832515405
324,leh,36.187645767220474,80.33620322887879
325,petropavlovsk-kamchatskiy,51.486771708856935,158.9476945509004
326,laureles,-27.073390670185447,-57.33891126491734
327,oratorio,14.230255595075576,-90.22251563515835
328,oistins,11.410863787032284,-56.03680652646257
329,clinton,41.21189428036524,-112.1476006590519
330,pietarsaari,64.02826674999918,22.719670278705564
331,acarau,5.127521345301929,-39.811984458095026
332,chifeng,42.29964490110754,119.07842202211697
333,edd,13.206538326367394,40.94146912179315
334,voznesenye,60.83948175994988,35.89219223700715
335,tevriz,57.82327870683025,72.58458162556903
336,beringovskiy,52.060875357833936,177.11221638664261
337,belyy yar,58.6048745131354,84.22479313329302
338,kahului,33.93549144514529,-150.19116403831086
339,alem paraiba,-21.98076444294712,-42.747029398962525
340,mahon,39.37121889916932,4.815589665485959
341,hamilton,34.18965496992324,-67.27822300764397
342,havre de grace,39.511572289415994,-76.0421880845668
343,ilesha,9.235059321259115,3.1215047912819216
344,belaya gora,69.37645779817669,143.93216109041043
345,port hedland,-23.563633996486303,121.77722172370449
346,braniewo,54.19329469666317,19.823844659003584
347,aswan,22.1630409558516,30.914250728863436
348,vagur,60.48319768593856,-6.739700586897442
349,naze,29.324706387929666,130.8510576270616
350,acapulco,5.899504593259039,-102.73407076350095
351,westport,-40.60376670718639,169.1485562077719
352,hofn,65.36461468759052,-12.424783118688794
353,baboua,5.425312935904245,14.877556024985324
354,murgab,38.10418355228248,62.94569412173388
355,nylstroom,-24.332008904110637,28.21556168225382
356,alamosa,38.18767052597511,-106.45139162714298
357,kasongo-lunda,-6.953918767588419,16.296897174564236
358,hambantota,1.402407687900876,86.13059157545558
359,george,-37.5314408014554,22.192990547486772
360,faanui,0.2134357631575483,-159.00607770182035
361,ricse,48.34820603866166,21.98381315595546
362,ogbomosho,8.125647840006565,4.393867398321817
363,esso,55.751673784112626,159.74049228733696
364,lincoln,-45.952190004257666,174.12556267241916
365,igarka,67.42420776721681,85.5354059377139
366,olafsvik,64.61412384820409,-27.760538731269605
367,alpena,45.078748791901944,-84.26485741387553
368,yambio,4.449244303838114,27.63263165743294
369,kiunga,-6.903116220382543,140.31578116816178
370,mount gambier,-40.088484166317514,139.78416935550035
371,kabwe,-14.552175688139712,28.94317121931516
372,hyeres,42.97399719160157,6.1047347106369045
373,athabasca,56.98774810669724,-111.93112402287385
374,muisne,0.8850082554494492,-80.93144650929835
375,holme,59.283516032229244,2.038407183954547
376,nassau,24.745941218515583,-76.98692214883933
377,kibakwe,-7.089564639890668,36.552386180552276
378,abnub,27.807448965393434,31.812078829627126
379,antofagasta,-24.321797078320373,-68.7188643149466
380,airai,18.313410566660437,147.78002045367236
381,gairo,-5.632555614074477,36.99247954154049
382,lucea,18.134664769456123,-78.67865465368155
383,vila velha,-25.083622845209916,-33.0402058088913
384,coquimbo,-30.8752951886719,-77.10577628114311
385,codrington,19.911468507432858,-55.868827670754314
386,alexandria,32.3557039911376,29.36396217751775
387,ibra,20.805340535063948,58.0698143984379
388,menongue,-16.217931540442237,17.903483544409085
389,chabahar,25.956942197863427,59.03621797084844
390,teya,60.89636485851983,91.21429531359792
391,hals,57.021543582811546,10.333360983855073
392,emerald,-23.483637185826808,146.35027871830715
393,amapa,4.5645929610126075,-47.209124873913225
394,tevaitoa,-19.145000327043974,-153.5890544504014
395,yaan,32.025331258590114,99.12200756251929
396,burica,5.453930223904763,-84.54526488214182
397,mrirt,30.30114556991066,-5.234110756916351
398,sayat,38.04447339777201,63.63184205278472
399,russkaya polyana,52.99345807918286,73.84077193245977
400,shimoda,30.551757773582054,140.62573146537318
401,lasa,33.61027698805579,89.28355579277593
402,tsihombe,-49.9707482996415,49.40556174861604
403,hovd,43.22259615199252,104.37868406016963
404,malmesbury,-33.097016462911974,18.937341985770075
405,livadi,40.07226903470928,22.207180652273706
406,okhotsk,56.61369355628375,145.24862348494048
407,loubomo,-4.155983298297812,12.34751262178682
408,vestmanna,64.30079143555207,-7.707980607275914
409,mahanoro,-20.53564844757497,51.22582758697885
410,ulladulla,-36.26947529131488,152.4438958529837
411,saint-pierre,42.12618255014695,-54.62096240361987
412,bambous virieux,-33.77935870643826,79.28438451587499
413,beruwala,6.102505139600481,78.64344283088911
414,tuatapere,-51.748560799535014,159.6042110971739
415,sangre grande,10.411196970579311,-60.437545613132485
416,manica,-17.917851425931417,33.17303288666781
417,inhambane,-27.12449741720286,38.670667464067435
418,langham,52.69052982963797,-107.28986060309866
419,warrnambool,-38.19984258848987,142.94368586909303
420,san rafael del sur,10.421209624618385,-88.07023965810099
421,berekua,14.997972584381017,-61.38761406393343
422,tralee,52.545147081787405,-9.85823187114994
423,bandar-e anzali,37.52156121409848,49.13806247258452
424,ginda,16.668865710023056,39.687460882404196
425,crossville,36.23898369766877,-84.83419524026293
426,berlevag,85.35583644042396,33.33336160196896
427,fukue,32.854796368549756,128.39207702551732
428,longlac,53.201115470043305,-86.54687083336862
429,yenagoa,4.289017310771371,5.962204860577884
430,yar-sale,72.81675735655068,71.22895954502337
431,jennings,30.27600423569811,-92.93058016688842
432,crestview,30.879663019024065,-86.18046193974389
433,ust-kulom,62.0174184242301,54.43733989686129
434,one hundred mile house,52.61705422639017,-120.62964671060575
435,santiago del estero,-27.06005821562931,-64.46313053134243
436,karamay,45.23665493540838,83.75660376858417
437,clyde river,72.92361904921813,-77.6307723118654
438,barra patuca,16.8448055803114,-83.79281126395966
439,krasnosilka,46.70601430949034,30.77040654598889
440,eldikan,61.21303629934269,134.58009793613382
441,ko samui,10.205345082898944,101.14532854486322
442,araouane,18.376930777970486,-5.0369145034916585
443,ndele,7.26210503812041,20.28916574306865
444,lucapa,-7.731200645468874,22.07554317772906
445,san policarpo,12.75150202706304,126.44961184809722
446,lorengau,8.859200284574428,146.1652678588406
447,umm kaddadah,16.383727336782897,26.455283569640926
448,jardim,5.918139545140519,-32.74988555097903
449,port moresby,-11.976332254820477,146.33822342377846
450,verkh-suetka,53.53436412042106,79.90246506008071
451,kjollefjord,69.19097414999186,27.324506681609222
452,khormuj,27.56548958344385,50.89488882094082
453,sogdiondon,57.90188155407901,112.50277666040955
454,hami,42.24338579427996,95.27753869065924
455,napoleon,41.362959676934395,-83.99798976429769
456,cukai,4.00328004383816,105.82903413365221
457,port-gentil,-5.110159178499146,1.7352543503341735
458,oshikango,-17.481447216502545,15.694649033667133
459,amga,60.90219630243669,131.9980340840719
460,maracaju,-21.38733293313311,-55.003718144239144
461,anadyr,63.61794277077729,172.5095562444215
462,atasu,47.29808109258886,70.85169810795165
463,batsfjord,70.88779199424584,30.25215042318021
464,freeport,27.301387764126403,-78.94483518714695
465,moiyabana,-22.09507961880719,26.356480368996216
466,hvammstangi,66.21807987354475,-21.298850962944186
467,punta alta,-39.52155715426019,-60.98254285638566
468,ambon,-4.631953305663927,126.59514501278665
469,neyshabur,34.8846413822978,58.59305179086431
470,ishigaki,25.549944552812022,123.41548702652119
471,emba,47.899601770764065,59.542753186263496
472,kungurtug,51.038521115841576,98.25274622849224
473,iquitos,-2.312357624705271,-73.45562920359627
474,yumen,40.76185294713477,97.44670925316132
475,witu,-2.110592517462635,39.64726930949348
476,caravelas,-18.698893168789823,-35.458068613351315
477,onokhoy,51.91836870292417,108.09947506790274
478,waipawa,-43.096639891308236,178.94821260021007
479,wakkanai,45.33203236234834,140.37184556648958
480,guaruja,-25.648117951261312,-45.84187294466588
481,isangel,-18.997398541794595,179.64928583212685
482,volchanets,43.10328632588357,132.7340696377974
483,mount isa,-18.88413556325257,137.8165851903894
484,mareeba,-15.005131041871294,145.0692245725623
485,jabiru,-12.527034959229425,132.52983088532176
486,duz,32.04582478263035,9.089587447374697
487,chagda,58.44520415951854,129.20573219031587
488,kendari,-3.5937037315490983,122.64217166175808
489,sistranda,67.31079372425796,7.104294899529208
490,havelock,30.876628793026967,-72.31389240163331
491,bafq,32.43939824723479,56.10227793171424
492,santa rosa,-35.92548763538435,-64.83155654367852
493,mogwase,-24.914467898067358,27.3309106546576
494,el dorado,2.9926726765642258,-72.85414520746767
495,altamira,-4.166272653291998,-52.54967670065416
496,de land,29.146060451978357,-81.3157668206408
497,chapais,54.70424771714053,-74.43304859945596
498,gravelbourg,50.45278852762033,-106.48551146013904
499,urumqi,44.15052367254992,89.54110135413828
500,palmares do sul,-31.34488078422548,-50.16017922093505
501,constitucion,16.613483265524238,-120.83426985511306
502,opuwo,-18.93479311133919,9.858620382480751
503,campina grande do sul,-25.176256727948342,-48.94736920705196
504,lodja,-3.7808683111287564,24.04519526986425
505,gongzhuling,43.221049425146504,125.11797005712054
506,namatanai,4.71472067017784,160.64893922537203
507,road town,24.80493689487365,-64.72374462501288
508,cabo san lucas,4.980668272948549,-119.545691221743
509,areia branca,-3.273464671524323,-36.38406704813133
510,padilla,-18.914894138566353,-64.10230814236658
511,ust-tsilma,65.4275709758875,52.19182089350369
512,glendive,46.33919264234561,-104.85046274109041
513,concepcion del uruguay,-32.68383470570976,-58.482588291182
514,walvis bay,-25.59525750682404,6.0537048708229975
515,margate,-39.61559753589564,42.15690077877045
516,bonanza,14.08393243592792,-84.68059200664803
517,aflu,32.70432081959659,0.05072302553668351
518,bria,6.406181018339083,22.30989151708519
519,ponta do sol,17.94940984904477,-41.740610656970205
520,pevek,87.85812891118354,169.3906215960008
521,marawi,19.734762907135007,29.84012745969423
522,ukiah,37.84834855058912,-126.24811772509094
523,mitsamiouli,-9.199958697496996,44.18912985423185
524,barroualie,13.454015855386928,-62.70428700650588
525,north branford,41.42200546485512,-72.71433232360467
526,sadovo,42.16767765561863,24.94249824937134
527,doha,25.407103922142795,52.68070847400901
528,kampene,-3.2932694775613527,26.863912151864923
529,dunedin,-52.1835229951067,179.6178219466301
530,todos santos,22.53425932255837,-111.35223094051322
531,stefanesti,47.84477976775412,27.30222146120795
532,yulara,-28.565939738088453,127.31837759347906
533,poopo,-18.554762791218977,-67.30409329802222
534,alofi,-17.161910414193756,-170.56944660293036
535,saint-joseph,-27.23470540131006,54.56108573022601
536,villavicencio,3.886210555006514,-73.45230811049694
537,lumeje,-12.792924856881044,21.068764489139568
538,holovyne,50.36985980597299,28.838549157300577
539,katobu,-4.544328171073985,121.99565100321712
540,andarab,35.82012696504181,70.06941395543552
541,shanhetun,44.31060080712919,127.65598993300148
542,teguise,29.208515395061383,-12.830671927668078
543,vzmorye,47.72542233400662,142.66297130160018
544,vanimo,-2.41758069091658,139.98529491721263
545,gandajika,-6.482832956818356,23.896754946242822
546,tortoli,39.45299747857197,10.755526676198002
547,cheuskiny,61.47529077616039,71.99795544332014
548,camacha,34.039312146549804,-14.687811630454377
549,barmer,25.134436927515196,71.04876061681423
550,mormugao,15.195617026048126,73.44672744034688
551,almirante,9.131449213297444,-82.46782968443668
552,gat,24.417035777535546,11.825783533153498
553,gidam,19.350013645395336,81.00323063597307
554,chicama,-9.734842889287194,-81.78229810589025
555,jalu,26.625187680556238,25.596935044059563
556,havoysund,74.0164717758787,23.50719103918823
557,owo,7.046122137089753,5.406137073333213
558,garowe,10.011789607186188,47.29289161923927
559,pauini,-7.174915731134092,-66.91845990074151
560,wanxian,31.10636148622784,108.89260990913556
561,seymchan,63.68590319082591,153.44227156312428
562,vallenar,-28.13972360856662,-73.63935956059399
563,tura,66.57574317614319,101.6322428048943
564,solsvik,60.00494141562376,2.8410414991562902
565,basoko,0.1385713801820998,23.535198120039126
566,tessalit,23.819053549082398,0.10144264487848886
567,los llanos de aridane,27.148488026175784,-21.045545336279247
568,iranshahr,27.44010801749208,60.42885618217778
569,la ronge,63.541384332538854,-105.12619157244455
570,prokopyevsk,53.95518039770991,86.95979075776307
571,ende,-9.545478967116608,121.63891222219183
572,ekhabi,53.70662892796318,145.22068261319777
573,vao,-25.511523116341408,173.7292491518179
574,kardymovo,55.027044971274506,32.2465119394636
575,caucaia,0.3519625533439097,-35.68358430280057
576,sitka,45.19042970953845,-140.36283395945384
577,tianpeng,32.62798829424358,102.9467230831138
578,mirador,-6.674878790705023,-44.842289636445116
579,las cruces,32.61644646178311,-107.08993082188498
580,matara,-1.3872131777562657,81.46742635832248
581,hegang,47.16481446981163,130.48749138327202
582,popondetta,-9.618959324639306,148.33043188141323
583,olavarria,-37.5961925502504,-61.370531424963644
